City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
560,Margate,GB,51.3813,1.3862,50.76,86,37,4.0,scattered clouds
561,Alta Floresta,BR,-9.8756,-56.0861,69.98,98,100,2.62,overcast clouds
562,Ilesha,NG,7.1371,5.2583,68.67,46,100,1.32,overcast clouds
563,Barao De Melgaco,BR,-16.1944,-55.9675,79.32,98,100,4.43,overcast clouds
564,Ordzhonikidze,KZ,52.4411,61.7408,3.29,92,100,4.07,overcast clouds
565,Laredo,US,27.5064,-99.5075,50.85,66,0,4.61,clear sky
566,Bokajan,IN,26.0167,93.7833,57.36,82,75,3.44,mist
567,Kaifeng,CN,34.7911,114.3483,36.46,69,91,5.1,overcast clouds
568,Wattegama,LK,6.7989,81.4808,79.72,73,41,3.13,scattered clouds
569,Arlit,NE,18.7369,7.3853,58.14,17,0,5.82,clear sky
570,Hanzhong,CN,33.0728,107.0303,38.12,72,92,2.28,overcast clouds
571,Mehamn,NO,71.0357,27.8492,23.97,64,100,4.47,overcast clouds
572,Shakawe,BW,-18.3667,21.85,67.46,96,100,3.94,overcast clouds
573,Kurumkan,RU,54.3,110.3,-8.41,93,28,1.16,scattered clouds
574,Huarmey,PE,-10.0681,-78.1522,70.66,83,100,7.78,overcast clouds
575,Marquette,US,46.5333,-87.6335,6.24,76,88,4.88,overcast clouds
576,Cap Malheureux,MU,-19.9842,57.6142,83.46,73,2,4.0,clear sky
577,Hajduboszormeny,HU,47.6667,21.5167,33.53,75,79,4.85,broken clouds
578,Flin Flon,CA,54.7682,-101.865,4.19,94,100,7.27,overcast clouds
579,Bidar,IN,17.9,77.55,61.93,33,19,7.2,few clouds
580,Jadu,LY,31.953,12.0261,40.08,43,0,6.06,clear sky
581,Camopi,GF,3.1655,-52.3158,70.14,99,61,1.95,broken clouds
582,Ziniare,BF,12.5822,-1.2983,71.64,23,4,10.54,clear sky
583,Snina,SK,48.9886,22.151,31.95,77,85,6.67,overcast clouds
584,Monrovia,LR,6.3005,-10.7969,76.77,79,40,3.74,scattered clouds
585,Kindu,CD,-2.95,25.95,69.53,98,99,2.28,overcast clouds
586,Neuquen,AR,-38.9516,-68.0591,78.69,50,0,0.0,clear sky
587,Quelimane,MZ,-17.8786,36.8883,78.75,89,75,2.3,broken clouds
588,Muskego,US,42.9058,-88.139,15.35,68,100,0.0,overcast clouds
589,Cornwall,CA,45.0181,-74.7281,-5.39,76,0,0.0,clear sky
590,Bom Jesus,BR,-9.0744,-44.3586,71.1,95,100,2.21,overcast clouds
591,Semey,KZ,50.4111,80.2275,-5.58,77,0,11.18,clear sky
592,Saraland,US,30.8207,-88.0706,44.31,51,0,8.14,clear sky
593,The Valley,AI,18.217,-63.0578,76.86,67,0,14.47,clear sky
594,Tongliao,CN,43.6125,122.2653,12.9,73,0,8.81,clear sky
595,Namwala,ZM,-15.7504,26.4384,62.69,98,89,3.44,overcast clouds
596,Khartoum,SD,15.5518,32.5324,57.02,24,25,1.99,scattered clouds
597,Nantucket,US,41.2835,-70.0995,37.51,78,100,14.97,light rain
598,Nerchinskiy Zavod,RU,51.3088,119.61,-2.24,83,24,1.57,few clouds
599,Trofors,NO,65.5333,13.4063,33.15,96,100,6.24,light snow
600,Emerald,AU,-23.5333,148.1667,93.34,31,40,4.61,scattered clouds
601,Vestmanna,FO,62.1564,-7.1664,38.32,81,100,17.27,drizzle
602,Dombarovskiy,RU,50.7587,59.5386,8.06,90,100,4.74,overcast clouds
603,Salalah,OM,17.0151,54.0924,69.89,49,0,5.75,clear sky
604,Otjimbingwe,NA,-22.35,16.1333,74.35,43,77,4.09,broken clouds
605,Nabire,ID,-3.3667,135.4833,85.71,65,97,5.35,overcast clouds
606,Skibbereen,IE,51.55,-9.2667,51.6,88,100,20.78,overcast clouds
607,Pangnirtung,CA,66.1451,-65.7125,-11.07,100,100,2.93,overcast clouds
608,Borogontsy,RU,62.6683,131.1683,-22.14,94,100,2.95,overcast clouds
609,Plettenberg Bay,ZA,-34.0527,23.3716,60.67,79,29,3.2,scattered clouds
610,Yar-Sale,RU,66.8333,70.8333,-7.46,98,99,8.1,overcast clouds
611,Nianzishan,CN,47.5167,122.8833,13.21,55,5,8.43,clear sky
612,Veraval,IN,20.9,70.3667,66.47,34,16,9.26,few clouds
613,Cananeia,BR,-25.0147,-47.9267,70.23,95,100,7.63,overcast clouds
614,Pargolovo,RU,60.0869,30.2718,24.48,98,83,5.28,broken clouds
615,Teya,RU,60.3778,92.6267,6.21,94,100,5.77,overcast clouds
616,Helena,US,46.5927,-112.0361,25.41,63,0,1.01,clear sky
617,Sundumbili,ZA,-29.1337,31.3975,68.31,88,92,8.43,overcast clouds
618,Adrian,US,41.8975,-84.0372,10.58,72,0,5.75,clear sky
619,Maniitsoq,GL,65.4167,-52.9,14.85,90,100,18.99,light snow
620,Kalmunai,LK,7.4167,81.8167,78.64,83,31,6.46,scattered clouds
621,Noshiro,JP,40.2039,140.0242,32.83,67,100,17.38,light snow
622,Riva,US,38.9521,-76.578,33.4,94,100,3.0,light snow
623,Berlevag,NO,70.8578,29.0864,29.71,60,100,12.26,overcast clouds
624,Port Macquarie,AU,-31.4333,152.9167,84.16,66,49,11.77,scattered clouds
625,Islamkot,PK,24.6997,70.177,61.54,26,0,2.46,clear sky
626,Nishihara,JP,26.1842,127.7558,65.48,94,100,9.22,light rain
627,Nivala,FI,63.9167,24.9667,15.69,89,27,6.44,scattered clouds
628,Alofi,NU,-19.0595,-169.9187,75.09,94,60,6.91,broken clouds
629,Urengoy,RU,65.9667,78.3667,-0.35,98,99,6.17,overcast clouds
630,Tessalit,ML,20.1986,1.0114,60.98,17,13,11.27,few clouds
631,Guerrero Negro,MX,27.9769,-114.0611,65.97,40,6,1.92,clear sky
632,Novyy Nekouz,RU,57.9029,38.07,15.55,96,100,4.9,overcast clouds
633,Sofiyivka,UA,48.0493,33.8746,31.03,94,98,14.63,light snow
634,San Quintin,MX,30.4833,-115.95,59.67,55,33,1.9,scattered clouds
635,Porto,PT,41.1496,-8.611,43.95,45,0,0.0,clear sky
636,Urumqi,CN,43.801,87.6005,-4.85,84,40,2.24,mist
637,Zyryanovsk,KZ,49.7386,84.2719,-20.74,96,66,1.34,broken clouds
638,Ajaccio,FR,42.0,8.9167,39.25,87,100,5.75,overcast clouds
639,Dondo,MZ,-19.6094,34.7431,76.51,96,68,4.25,broken clouds
640,Mocuba,MZ,-16.8392,36.9856,70.12,98,21,2.73,few clouds
641,Asandh,IN,29.5167,76.6,47.7,68,0,5.14,clear sky
642,Moorhead,US,46.8739,-96.7676,8.56,80,0,1.99,clear sky
643,Mogadishu,SO,2.0371,45.3438,75.09,82,98,19.75,overcast clouds
644,Sibolga,ID,1.7427,98.7792,84.72,64,100,1.57,overcast clouds
645,Aykhal,RU,66.0,111.5,-17.1,100,92,6.02,overcast clouds
